,ReleaseDate,mvName,ProdBudget,DGross,WwGross
1447,2011-05-06,There Be Dragons,36000000,1069334,4020990
1448,2003-03-28,Head of State,35200000,37788228,38283765
1449,2009-06-05,The Hangover,35000000,277322503,465764086
1450,2009-11-20,The Blind Side,35000000,255959475,305705794
1451,1989-06-23,Batman,35000000,251188924,411348924
1452,1999-06-10,Austin Powers: The Spy Who Shagged Me,35000000,206040085,310332636
1453,2010-12-22,True Grit,35000000,171243005,252276928
1454,1992-05-15,Lethal Weapon 3,35000000,144731527,319700000
1455,1998-09-18,Rush Hour,35000000,141186864,245300000
1456,2013-02-08,Identity Thief,35000000,134506920,175361578
1457,2006-06-30,The Devil Wears Prada,35000000,124740460,326073155
1458,2011-07-08,Horrible Bosses,35000000,117538559,212417601
1459,2001-03-30,Spy Kids,35000000,112692062,197692062
1460,2015-07-17,Trainwreck,35000000,110038130,140561831
1461,2013-12-13,Saving Mr. Banks,35000000,83299761,114962525
1462,1979-12-07,Star Trek: The Motion Picture,35000000,82258456,139000000
1463,2008-03-21,21,35000000,81159365,157852532
1464,2008-05-03,What Happens in Vegas...,35000000,80277646,218535708
1465,1991-11-15,Cape Fear,35000000,79091969,182291969
1466,1996-11-15,The English Patient,35000000,78716374,231716374
1467,2005-03-25,Guess Who,35000000,68915888,102115888
1468,2012-12-21,This is 40,35000000,67544505,90221182
1469,1997-09-19,L.A. Confidential,35000000,64604977,126204977
1470,2005-07-29,Sky High,35000000,63939454,83109359
1471,1997-09-19,In & Out,35000000,63826569,83226569
1472,2010-04-30,A Nightmare on Elm Street,35000000,63075011,117729621
1473,2000-08-18,The Cell,35000000,61280963,85911226
1474,1995-07-07,Species,35000000,60054449,113354449
1475,2006-04-07,The Benchwarmers,35000000,59843754,65063726
1476,2010-10-08,Secretariat,35000000,59699513,60376247
1477,1998-03-13,The Man in the Iron Mask,35000000,56968169,56968169
1478,2011-07-22,Friends with Benefits,35000000,55802754,146595891
1479,2016-05-20,Neighbors 2: Sorority Rising,35000000,55340730,104444374
1480,2007-03-23,TMNT,35000000,54149098,96096018
1481,2003-10-24,Radio,35000000,52333738,53293628
1482,2009-11-25,Old Dogs,35000000,49492060,95104304
1483,1992-11-18,Malcolm X,35000000,48169910,48169910
1484,2015-05-22,Poltergeist,35000000,47425125,95825125
1485,2009-01-23,Underworld 3: Rise of the Lycans,35000000,45802315,89102315
1486,2005-07-29,Must Love Dogs,35000000,43894863,58894863
1487,2007-07-03,License to Wed,35000000,43799818,70187088
1488,1997-02-28,Donnie Brasco,35000000,41954997,65303052
1489,2008-10-17,Max Payne,35000000,40687294,85761789
1490,2002-03-15,Resident Evil,35000000,40119709,103787401
1491,2004-03-26,The Ladykillers,35000000,39692139,77392139
1492,2011-05-06,Something Borrowed,35000000,39046489,65084116
1493,2006-12-01,The Nativity Story,35000000,37629831,46309644
1494,2011-10-28,In Time,35000000,37553932,165103952
1495,2010-04-23,The Back-up Plan,35000000,37490007,75281179
1496,2011-11-09,J. Edgar,35000000,37306030,84606030
1497,2000-11-17,Bounce,35000000,36805288,53425292
1498,2015-05-08,Hot Pursuit,35000000,34580201,45680201
1499,2015-12-25,Concussion,35000000,34531832,50363790
1500,2004-12-03,Closer,35000000,33987757,115476509
1501,1994-12-23,Street Fighter,35000000,33423000,99423000
1502,2001-11-21,Black Knight,35000000,33422806,33422806
1503,2005-07-22,The Bad News Bears,35000000,32868349,33500620
1504,2002-12-27,The Pianist,35000000,32519322,111854182
1505,2005-05-06,House of Wax,35000000,32064800,70064800
1506,2001-10-19,From Hell,35000000,31598308,68712365
1507,2008-08-15,Mirrors,35000000,30691439,77220596
1508,2002-02-22,Queen of the Damned,35000000,30307804,30307804
1509,2010-08-20,Nanny McPhee and the Big Bang,35000000,29197642,97799865
1510,2008-01-25,Untraceable,35000000,28687835,52649951
1511,1990-11-21,Predator 2,35000000,28317513,54768418
1512,2011-09-23,Abduction,35000000,28087155,86648359
1513,1980-12-05,Flash Gordon,35000000,27107960,27107960
1514,2008-03-28,Superhero Movie,35000000,26638520,73026302
1515,1999-02-12,Blast from the Past,35000000,26613620,26613620
1516,2012-10-19,Alex Cross,35000000,25888412,35426759
1517,2004-03-26,Jersey Girl,35000000,25266129,37066129
1518,1997-11-21,Midnight in the Garden of Good and Evil,35000000,25078937,25078937
1519,2001-11-09,Heist,35000000,23483357,28906817
1520,1992-12-25,Hoffa,35000000,23365858,28391473
1521,2016-03-04,Whiskey Tango Foxtrot,35000000,23083334,24888742
1522,2004-04-09,Ella Enchanted,35000000,22913677,22913677
1523,2015-08-21,Hitman: Agent 47,35000000,22467450,81967450
1524,2008-07-25,The X-Files: I Want to Believe,35000000,20982478,68170792
1525,2016-09-16,Bridget Jones’s Baby,35000000,20978510,120878510
1526,2012-08-24,Premium Rush,35000000,20275446,31393201
1527,2013-01-18,Broken City,35000000,19701164,34480045
1528,2005-08-19,Valiant,35000000,19478106,64188387
1529,2000-02-23,Wonder Boys,35000000,19389454,33422485
1530,2005-02-25,Cursed,35000000,19294901,25114901
1531,2007-12-21,Walk Hard: The Dewey Cox Story,35000000,18317151,20606053
1532,2002-09-20,The Four Feathers,35000000,18306166,29882645
1533,2010-04-30,Furry Vengeance,35000000,17630465,39340177
1534,2013-01-25,Parker,35000000,17616641,48543388
1535,2004-09-17,Wimbledon,35000000,16862585,41666476
1536,2000-09-15,Bait,35000000,15325127,15471969
1537,2000-12-08,Dungeons and Dragons,35000000,15185241,33771965
1538,2007-11-09,Lions for Lambs,35000000,14998070,63211088
1539,1991-01-18,Flight of the Intruder,35000000,14471440,14471440
1540,2011-05-27,The Tree of Life,35000000,13305665,61721826
1541,2001-08-17,American Outlaws,35000000,13264986,13601109
1542,2006-08-11,Zoom,35000000,11989328,12506188
1543,2001-12-25,The Shipping News,35000000,11405825,24405825
1544,2009-12-18,The Young Victoria,35000000,11001272,31878891
1545,2014-03-28,Sabotage,35000000,10508518,18376443
1546,1998-09-04,Knock Off,35000000,10319915,10319915
1547,2009-09-11,Whiteout,35000000,10275638,12254746
1548,2015-03-06,Unfinished Business,35000000,10219501,12819501
1549,2006-11-22,The Fountain,35000000,10144010,15461638
1550,2015-09-30,The Walk,35000000,10137502,61173364
1551,2013-11-29,Mandela: Long Walk to Freedom,35000000,8323085,27480015
1552,2008-12-05,Punisher: War Zone,35000000,8050977,10157534
1553,2003-09-05,The Order,35000000,7659747,11559747
1554,2006-11-10,A Good Year,35000000,7459300,42064105
1555,2016-03-11,The Brothers Grimsby,35000000,6864016,28748384
1556,2002-11-06,Femme Fatale,35000000,6630252,16830252
1557,1997-05-02,Warriors of Virtue,35000000,6448817,6448817
1558,2003-09-26,Luther,35000000,5781086,32738814
1559,2010-01-21,Biutiful,35000000,5101237,24687524
1560,1992-02-21,Radio Flyer,35000000,4651977,4651977
1561,1993-04-16,Bound by Honor,35000000,4496583,4496583
1562,1997-02-28,Smilla's Sense of Snow,35000000,2221994,2221994
1563,1986-10-03,Playing for Keeps,35000000,2000000,2000000
1564,1980-01-01,Lion of the Desert,35000000,1500000,1500000
1565,1996-04-19,Le hussard sur le toit,35000000,1320043,1320043
1566,1999-11-24,Ride With the Devil,35000000,630779,630779
1567,2012-09-14,Stolen,35000000,289773,17967746
1568,2006-09-22,Bandidas,35000000,0,19282590
1569,2015-03-13,The Lovers,35000000,0,11106
1570,2008-12-31,Black Water Transit,35000000,0,0
1571,2011-12-25,The Darkest Hour,34800000,21443494,62831715
1572,2014-09-19,The Maze Runner,34000000,102427862,348319861
1573,2015-04-10,The Longest Ride,34000000,37446117,63802928
1574,1993-09-17,The Age of Innocence,34000000,32014993,32014993
1575,2009-08-14,Gake no ue no Ponyo,34000000,15090399,205312666
1576,1999-09-01,Chill Factor,34000000,11263966,11263966
1577,1999-08-27,The Astronaut's Wife,34000000,10672566,10672566
1578,2000-05-05,I Dreamed of Africa,34000000,6543194,14291999
1579,2014-09-05,Thunder and the House of Magic,34000000,4091,10392666
1580,1981-12-04,Reds,33500000,50000000,50000000
1581,1992-12-11,A Few Good Men,33000000,141340178,236500000
1582,2000-06-02,Big Momma's House,33000000,117559438,173559438
1583,2001-03-16,Exit Wounds,33000000,51758599,79958599
1584,2016-07-08,Mike and Dave Need Wedding Dates,33000000,45989552,75889552
1585,2012-07-27,Step Up Revolution,33000000,35074677,165552290
1586,2006-08-18,Snakes on a Plane,33000000,34020814,62020814
1587,2004-04-16,The Punisher,33000000,33664370,54533774
1588,2000-09-08,The Watcher,33000000,28946615,47267829
1589,2012-04-27,Safe,33000000,17142080,41495213
1590,2008-03-14,Doomsday,33000000,11008770,21621188
1591,1999-04-23,Pushing Tin,33000000,8408835,8408835
1592,2006-05-12,Goal! The Dream Begins,33000000,4283255,27610873
1593,2015-07-31,The Young and Prodigious T.S. Spivet,33000000,176847,357687
1594,2017-02-03,Rings,33000000,0,0
1595,2015-10-30,Freaks of Nature,33000000,0,0
1596,1983-05-25,Star Wars Ep. VI: Return of the Jedi,32500000,309205079,572705079
1597,2011-05-13,Bridesmaids,32500000,169106725,289527030
1598,2008-12-10,The Reader,32500000,34194407,113019290
1599,2013-04-26,The Big Wedding,32500000,21819348,48425971
1600,2012-02-24,Wanderlust,32500000,17288155,24159934
1601,2003-11-07,Elf,32000000,173398518,220236410
1602,1996-07-05,Phenomenon,32000000,104636382,152036382
1603,2013-06-12,This is the End,32000000,101470202,126539117
1604,2002-01-18,Snow Dogs,32000000,81150692,116898028
1605,2006-06-16,Nacho Libre,32000000,80197993,99296462
1606,1988-11-23,Scrooged,32000000,59450353,59450353
1607,2010-08-27,Takers,32000000,57744720,70587268
1608,2011-04-01,Source Code,32000000,54712227,140428499
1609,1999-09-10,Stigmata,32000000,50041732,89441732
1610,2000-11-10,Men of Honor,32000000,48814909,82339483
1611,2005-09-02,The Transporter 2,32000000,43095856,88978458
1612,2011-02-18,"Big Mommas: Like Father, Like Son",32000000,37915414,82332450
1613,1993-01-15,Alive,32000000,36299670,36299670
1614,2007-02-23,The Number 23,32000000,35193167,77593167
1615,1979-12-14,1941,32000000,34175000,94875000
1616,2005-10-21,Dreamer: Inspired by a True Story,32000000,33022286,39498360
1617,2005-09-23,A History of Violence,32000000,31493782,61477797
1618,2013-03-15,The Incredible Burt Wonderstone,32000000,22537881,27392609
1619,1995-02-10,The Quick and the Dead,32000000,18552460,18552460
1620,2004-04-30,Laws of Attraction,32000000,17848322,29948322
1621,2010-09-03,Going the Distance,32000000,17804299,43603990
1622,1999-10-22,Bringing Out The Dead,32000000,16640210,16640210
1623,2010-03-19,Repo Men,32000000,13942007,18195238
1624,2007-09-14,D-War,32000000,10977721,79915361
1625,1996-09-06,Bogus,32000000,4357406,4357406
1626,1997-03-26,Cats Don't Dance,32000000,3588602,3588602
1627,1999-12-08,Cradle Will Rock,32000000,2899970,2899970
1628,2006-12-15,The Good German,32000000,1308696,1308696
1629,2004-12-31,George and the Dragon,32000000,0,0
1630,1979-08-15,Apocalypse Now,31500000,78800000,81250488
1631,2016-04-15,Criminal,31500000,14708696,36123895
1632,2012-11-02,Flight,31000000,93772375,160558438
1633,1995-12-29,Mr. Holland's Opus,31000000,82582604,106282604
1634,1985-12-18,Out of Africa,31000000,79096868,258210860
1635,1979-06-29,Moonraker,31000000,70300000,210300000
1636,2014-03-07,The Grand Budapest Hotel,31000000,59076019,164350409
1637,2015-07-29,Vacation,31000000,58884188,100655892
1638,1990-07-18,Arachnophobia,31000000,53208180,53208180
1639,2000-04-28,Frequency,31000000,44983704,68079671
1640,2001-09-28,Hearts in Atlantis,31000000,24185781,30885781
1641,2010-01-22,Extraordinary Measures,31000000,12482741,15826984
1642,1995-10-20,Get Shorty,30250000,72021008,115021008
1643,1984-06-08,Ghostbusters,30000000,242212467,295212467
1644,1995-11-22,Toy Story,30000000,191796233,364545516
1645,2002-12-27,Chicago,30000000,170687518,306776732
1646,1999-06-25,Big Daddy,30000000,163479795,228641283
1647,2001-08-10,American Pie 2,30000000,145096820,286500000
1648,2012-02-10,The Vow,30000000,125014030,197618160
1649,1994-06-10,Speed,30000000,121248145,283200000
1650,1990-03-02,The Hunt for Red October,30000000,120709866,200500000
1651,2013-08-16,Lee Daniels' The Butler,30000000,116632095,177025498
1652,2000-09-29,Remember the Titans,30000000,115654751,136706683
1653,2009-08-14,District 9,30000000,115646235,212453431
1654,2004-06-18,Dodgeball: A True Underdog Story,30000000,114326736,167791704
1655,1991-11-22,The Addams Family,30000000,113502246,191502246
1656,1995-11-10,Ace Ventura: When Nature Calls,30000000,108360063,212400000
1657,2001-08-03,The Princess Diaries,30000000,108244774,165334774
1658,1999-03-05,Analyze This,30000000,106885658,176885658
1659,1996-09-20,The First Wives Club,30000000,105489203,181489203
1660,2004-12-15,Million Dollar Baby,30000000,100492203,232016402
1661,1995-09-22,Se7en,30000000,100125643,328125643
1662,2003-10-08,Mystic River,30000000,90135191,156822020
1663,2015-12-18,Sisters,30000000,87044645,106030660
1664,1999-11-10,Pokemon: The First Movie,30000000,85744662,163644662
1665,2004-11-19,SpongeBob SquarePants: The Movie,30000000,85416609,142051255
1666,2009-12-04,Up in the Air,30000000,83823381,166842739
1667,2004-06-25,The Notebook,30000000,81001787,116117340
1668,2009-04-10,Hannah Montana the Movie,30000000,79576189,169173206
1669,2008-01-13,27 Dresses,30000000,76808654,160247805
1670,2000-11-17,Rugrats in Paris,30000000,76501438,103284813
1671,1991-12-25,The Prince of Tides,30000000,74787599,74787599
1672,2005-08-12,Four Brothers,30000000,74494381,92494381
1673,1994-12-23,Legends of the Fall,30000000,66502573,160502573
1674,2012-09-28,Looper,30000000,66486205,170466405
1675,2013-02-01,Warm Bodies,30000000,66380662,115121608
1676,2002-12-13,About Schmidt,30000000,65005217,107054484
1677,2014-01-17,The Nut Job,30000000,64251538,122529966
1678,2001-02-16,Down to Earth,30000000,64172251,71172251
1679,1995-08-04,Babe,30000000,63658910,246100000
1680,2012-08-08,Hope Springs,30000000,63536011,133085295
1681,2008-04-18,Forgetting Sarah Marshall,30000000,63172463,105173042
1682,2004-10-08,Friday Night Lights,30000000,61255921,61950770
1683,2008-04-25,Baby Mama,30000000,60494212,64170447
1684,1998-05-29,Hope Floats,30000000,60110313,81529000
1685,2009-01-09,Bride Wars,30000000,58715510,115150424
1686,2004-08-20,Without a Paddle,30000000,58156435,65121280
1687,2004-04-23,13 Going On 30,30000000,57139723,96439723
1688,2011-05-20,Midnight in Paris,30000000,56816662,162942835
1689,2005-10-05,Wallace & Gromit: The Curse of the Were-Rabbit,30000000,56068547,197593152
1690,2007-12-21,P.S. I Love You,30000000,53695808,155769678
1691,2005-09-16,The Corpse Bride,30000000,53359111,114770654
1692,2010-05-14,Letters to Juliet,30000000,53032453,82148538
1693,2001-04-06,Blow,30000000,52990775,83282296
1694,1999-02-12,Message in a Bottle,30000000,52880016,52880016
1695,2015-07-24,Southpaw,30000000,52421953,89825208
1696,1989-06-09,Star Trek V: The Final Frontier,30000000,52210049,70200000
1697,2002-07-03,Like Mike,30000000,51432423,62432423
1698,1994-03-18,Naked Gun 33 1/3: The Final Insult,30000000,51041856,51041856
1699,2007-12-07,Atonement,30000000,50980159,129779728
1700,1985-05-24,A View to a Kill,30000000,50327960,152627960
1701,2005-01-14,Racing Stripes,30000000,49772522,89955540
1702,2015-09-18,Sicario,30000000,46889293,78571737
1703,1989-09-22,Black Rain,30000000,45892212,45892212
1704,2012-04-13,The Three Stooges,30000000,44338224,54052249
1705,2000-07-21,Pokemon 2000,30000000,43746923,133946923
1706,2006-01-13,Glory Road,30000000,42647449,42799060
1707,2015-04-24,The Age of Adaline,30000000,42629776,69057415
1708,2010-08-06,Step Up 3D,30000000,42400223,165889117
1709,2009-05-29,Drag Me To Hell,30000000,42100625,91388487
1710,2012-04-13,The Cabin in the Woods,30000000,42073277,70768144
1711,2003-09-19,Secondhand Lions,30000000,42070939,47902566
1712,2006-11-10,Stranger Than Fiction,30000000,40435190,53572822
1713,2011-04-08,Hanna,30000000,40259119,65343694
1714,2002-08-16,Blue Crush,30000000,40118420,51618420
1715,2007-10-19,30 Days of Night,30000000,39568996,80276156
1716,1986-12-19,Little Shop of Horrors,30000000,38747385,38747385
1717,2006-09-15,Gridiron Gang,30000000,38432823,41457834
1718,1988-07-20,Midnight Run,30000000,38413606,81613606
1719,2008-01-25,Meet the Spartans,30000000,38233676,84646831
1720,1987-11-13,The Running Man,30000000,38122000,38122000
1721,2013-09-13,The Family,30000000,36918811,51078541
1722,1997-11-21,Mortal Kombat: Annihilation,30000000,35927406,51327406
1723,2011-07-01,Larry Crowne,30000000,35608245,61449135
1724,2013-10-18,Carrie,30000000,35266619,82409520
1725,2006-04-01,Take the Lead,30000000,34742066,65390493
1726,2010-11-24,Love and Other Drugs,30000000,32367005,102716321
1727,2015-06-03,Entourage,30000000,32363404,46225326
1728,2001-06-01,What's the Worst That Could Happen?,30000000,32267774,38462071
1729,2013-02-08,Side Effects,30000000,32172757,66742138
1730,2009-09-09,9,30000000,31749894,48559999
1731,2014-07-02,Deliver Us from Evil,30000000,30577122,87956618
1732,2014-08-01,Get on Up,30000000,30569935,33315804
1733,2012-04-27,The Five-Year Engagement,30000000,28700285,61623819
1734,2004-04-02,The Prince & Me,30000000,28165882,29356757
1735,2011-07-15,Winnie the Pooh,30000000,26692846,50145607
1736,1998-05-15,Bulworth,30000000,26528684,29203383
1737,2003-06-13,Dumb and Dumberer: When Harry Met Lloyd,30000000,26214846,26214846
1738,1995-08-04,Virtuosity,30000000,23998226,23998226
1739,1998-09-18,One True Thing,30000000,23337196,26708196
1740,2011-02-04,Sanctum,30000000,23209310,104283753
1741,2006-07-21,My Super Ex-Girlfriend,30000000,22530295,60772856
1742,2004-09-17,Mr. 3000,30000000,21800302,21827296
1743,2010-11-19,The Next Three Days,30000000,21148651,67255916
1744,2004-08-06,Little Black Book,30000000,20422207,21758371
1745,2005-01-19,Assault On Precinct 13,30000000,20040895,36040895
1746,2013-10-04,Runner Runner,30000000,19316646,60512680
1747,1998-02-06,The Replacement Killers,30000000,19035741,19035741
1748,2006-03-03,Ultraviolet,30000000,18522064,30962112
1749,2005-10-21,North Country,30000000,18324242,23676771
